dttm,lon,lat,temp,sal,fluor,cdom,xmiss,wind_sp,wind_dir,heading,pitch,roll,filename
2023-06-15T16:36:18Z,-70.67106166666667,41.52341333333333,20.7614,0.1454,90,112,NA,12.09,257.69,60.96,0.27,1.92,Event60sec_001.elg
2023-06-15T16:37:18Z,-70.67105166666667,41.52337333333333,20.7689,0.1454,69,112,NA,17,250.66,60.62,0.27,1.68,Event60sec_001.elg
2023-06-15T16:38:18Z,-70.67105666666667,41.52339,20.7758,0.1455,80,112,NA,17,246.35,60.35,0.17,2.85,Event60sec_001.elg
2023-06-15T16:39:18Z,-70.671055,41.52339833333333,20.7834,0.1455,75,114,NA,15,244.45,60.47,0.25,2.9,Event60sec_001.elg
2023-06-15T16:40:18Z,-70.67107,41.523381666666666,20.7902,0.1455,70,112,NA,12,241.35,60.35,0.19,2.8,Event60sec_001.elg
2023-06-15T16:41:18Z,-70.671065,41.523375,20.7985,0.1455,79,112,NA,14,242.54,60.53,0.37,3.12,Event60sec_001.elg
2023-06-15T16:42:19Z,-70.671055,41.523375,20.8065,0.1455,76,114,NA,16,246.64,60.6,0.35,3.18,Event60sec_001.elg
2023-06-15T16:43:19Z,-70.671045,41.523375,20.8142,0.1456,65,114,NA,13.1,271.81,60.85,0.43,3.24,Event60sec_001.elg
2023-06-15T16:44:19Z,-70.671065,41.523381666666666,20.8234,0.1456,67,114,NA,18,257.41,60.39,0.15,3.12,Event60sec_001.elg
2023-06-15T16:45:19Z,-70.67106,41.523365,20.8316,0.1456,78,111,NA,16,243.3,60.3,0.43,3.16,Event60sec_001.elg
2023-06-15T16:46:19Z,-70.67106,41.52335333333333,20.841,0.1456,76,111,NA,16.07,243.62,60.38,0.25,3.04,Event60sec_001.elg
2023-06-15T16:47:19Z,-70.67106666666666,41.523355,20.8482,0.1456,83,114,NA,15,241.29,60.34,0.19,3.09,Event60sec_001.elg
2023-06-15T16:48:19Z,-70.671065,41.52336,20.8572,0.1457,88,111,NA,12.06,248.73,60.33,0.18,3.18,Event60sec_001.elg
2023-06-15T16:49:19Z,-70.67107,41.52336,20.8658,0.1457,79,111,NA,14,241.49,60.51,0.36,2.97,Event60sec_001.elg
2023-06-15T16:50:19Z,-70.67104666666667,41.523355,20.874,0.1457,82,111,NA,12.04,235.73,60.25,0.32,2.85,Event60sec_001.elg
2023-06-15T16:51:19Z,-70.67105333333333,41.523361666666666,20.9017,0.1456,72,111,NA,13,246.4,60.4,0.37,2.8,Event60sec_001.elg
2023-06-15T16:52:19Z,-70.67103166666666,41.52334666666667,20.8938,0.1457,76,114,NA,14,247.42,60.42,0.27,2.92,Event60sec_001.elg
2023-06-15T16:53:19Z,-70.67106166666667,41.523361666666666,20.8907,0.1458,76,114,NA,13.04,244.87,60.51,0.33,2.79,Event60sec_001.elg
2023-06-15T16:54:19Z,-70.67104666666667,41.523376666666664,20.8947,0.1458,82,114,NA,13,235.51,60.54,0.22,2.69,Event60sec_001.elg
2023-06-15T16:55:19Z,-70.67105333333333,41.52339333333333,20.9003,0.1459,74,111,NA,13.01,242.09,60.62,0.39,2.72,Event60sec_001.elg
2023-06-15T16:56:19Z,-70.67105333333333,41.523383333333335,20.9097,0.1459,106,114,NA,15,253.52,60.52,0.23,3.6,Event60sec_001.elg
2023-06-15T16:57:19Z,-70.67103833333333,41.523385,20.9201,0.1459,77,114,NA,14,248.27,60.27,0.26,3.7,Event60sec_001.elg
2023-06-15T16:58:19Z,-70.67104666666667,41.52338,20.9318,0.1459,94,114,NA,12.97,250.74,60.32,0.15,3.76,Event60sec_001.elg
2023-06-15T16:59:19Z,-70.67105166666667,41.52337833333333,20.945,0.1459,66,111,NA,18,255.95,60.93,0.36,3.21,Event60sec_001.elg
2023-06-15T17:00:19Z,-70.671065,41.52337833333333,20.9592,0.1459,66,114,NA,14.93,249.15,60.88,0.13,3.02,Event60sec_001.elg
2023-06-15T17:01:19Z,-70.671065,41.523383333333335,20.9742,0.1459,64,114,NA,18,250.74,60.77,0.3,2.83,Event60sec_001.elg
2023-06-15T17:02:19Z,-70.67106666666666,41.52337333333333,20.9888,0.1459,81,111,NA,17.92,255.01,60.84,0.31,2.65,Event60sec_001.elg
2023-06-15T17:03:19Z,-70.67106,41.52341,21.0042,0.1459,76,114,NA,15.92,257.62,60.4,0.19,2.74,Event60sec_001.elg
2023-06-15T17:04:19Z,-70.67107,41.52339166666667,21.0204,0.1459,77,114,NA,18,251.51,60.51,0.4,2.66,Event60sec_001.elg
2023-06-15T17:05:19Z,-70.67105833333333,41.523405,21.0363,0.1459,73,111,NA,18.92,253.44,60.23,0.21,3.03,Event60sec_001.elg
2023-06-15T17:06:19Z,-70.67104833333333,41.523385,21.0526,0.1459,77,111,NA,19,247.5,60.45,0.25,2.97,Event60sec_001.elg
2023-06-15T17:07:19Z,-70.67104666666667,41.52338,21.0685,0.1459,71,114,NA,19.91,253.31,60.18,0.12,2.78,Event60sec_001.elg
2023-06-15T17:08:19Z,-70.67104833333333,41.52338,21.0845,0.1459,70,114,NA,17,261.35,60.35,0.25,2.77,Event60sec_001.elg
2023-06-15T17:09:19Z,-70.671055,41.52338,21.1002,0.1459,72,113,NA,16,248.3,60.3,0.26,2.57,Event60sec_001.elg
2023-06-15T17:10:19Z,-70.67105,41.52336666666667,21.1167,0.1459,84,114,NA,14.9,247.61,60.51,-0.06,2.76,Event60sec_001.elg
2023-06-15T17:11:19Z,-70.67105833333333,41.52334,21.1322,0.1459,78,111,NA,13,246.31,60.29,0.16,2.85,Event60sec_001.elg
2023-06-15T17:12:19Z,-70.67104666666667,41.523376666666664,21.1475,0.1459,81,111,NA,14,268.67,60.67,0.31,3.13,Event60sec_001.elg
2023-06-15T17:13:19Z,-70.67105,41.523376666666664,21.162,0.1459,76,113,NA,17.92,268.87,60.69,0.21,3.28,Event60sec_001.elg
2023-06-15T17:14:19Z,-70.67105166666667,41.52337333333333,21.1767,0.1459,85,111,NA,17.91,261.56,60.4,0.14,3.17,Event60sec_001.elg
2023-06-15T17:15:19Z,-70.67106166666667,41.523358333333334,21.1925,0.1459,88,111,NA,13.91,253.81,60.67,0.12,2.91,Event60sec_001.elg
2023-06-15T17:16:19Z,-70.671055,41.52336,21.2072,0.1459,82,113,NA,11.91,262.67,60.4,0.54,2.99,Event60sec_001.elg
2023-06-15T17:17:19Z,-70.67107,41.523355,21.2224,0.1459,84,111,NA,15,248.7,60.6,0.34,2.88,Event60sec_001.elg
2023-06-15T17:18:19Z,-70.67105833333333,41.52335,21.2377,0.1459,77,111,NA,15,251.81,60.81,0.18,2.89,Event60sec_001.elg
2023-06-15T17:19:19Z,-70.671065,41.52337,21.2522,0.1459,109,113,NA,16.9,254.05,59.96,0.11,3.08,Event60sec_001.elg
2023-06-15T17:20:19Z,-70.671075,41.52337333333333,21.2677,0.1459,78,114,NA,15,250.72,60.72,0.35,2.7,Event60sec_001.elg
2023-06-15T17:21:19Z,-70.67107,41.52336,21.2833,0.1459,74,110,NA,15,248.59,60.59,0.31,2.66,Event60sec_001.elg
2023-06-15T17:22:19Z,-70.67108666666667,41.523376666666664,21.2981,0.1459,82,113,NA,11.93,250.91,67.39,0.31,2.86,Event60sec_001.elg
2023-06-15T17:23:19Z,-70.671115,41.523375,21.3143,0.1459,81,113,NA,14.6,260.05,67,0.21,2.79,Event60sec_001.elg
2023-06-15T17:24:19Z,-70.671175,41.52335333333333,21.3314,0.1459,81,111,NA,12.93,246.95,79.25,0.41,2.65,Event60sec_001.elg
2023-06-15T17:25:19Z,-70.67111,41.523345,21.3474,0.1459,85,110,NA,11.08,249.47,74.16,0.47,2.81,Event60sec_001.elg
2023-06-15T17:26:19Z,-70.67123,41.523335,21.3655,0.1459,83,110,NA,9.62,262.94,82.66,0.39,2.79,Event60sec_001.elg
2023-06-15T17:27:19Z,-70.671375,41.52343833333333,21.3833,0.1459,75,110,NA,13.11,245.85,119.88,0.36,1.83,Event60sec_001.elg
2023-06-15T17:28:19Z,-70.67117666666667,41.523535,21.4009,0.1459,72,113,NA,13.35,252.13,161.99,0.54,0.4,Event60sec_001.elg
2023-06-15T17:29:19Z,-70.671195,41.523518333333335,21.419,0.1459,117,113,NA,11.99,251.28,156.81,0.46,1.92,Event60sec_001.elg
2023-06-15T17:30:19Z,-70.67121,41.52352,21.4381,0.1459,87,110,NA,13,255.4,157.4,0.37,1.99,Event60sec_001.elg
2023-06-15T17:31:19Z,-70.67120666666666,41.523525,21.4573,0.1459,78,110,NA,15.04,262.19,163.85,0.33,2.1,Event60sec_001.elg
2023-06-15T17:32:19Z,-70.67120333333334,41.523516666666666,21.4784,0.1458,83,110,NA,16.07,255.42,168.17,0.25,1.7,Event60sec_001.elg
2023-06-15T17:33:19Z,-70.67119666666666,41.523516666666666,21.4998,0.1458,81,110,NA,15,248.11,168.11,0.42,1.73,Event60sec_001.elg
2023-06-15T17:34:19Z,-70.6712,41.52352166666667,21.5215,0.1458,86,113,NA,13,254.01,175.09,0.52,1.84,Event60sec_001.elg
2023-06-15T17:35:19Z,-70.67118666666667,41.52352833333333,21.5452,0.1458,79,110,NA,13.1,248.09,179.27,0.33,1.63,Event60sec_001.elg
2023-06-15T17:36:19Z,-70.67117333333333,41.52354,21.5688,0.1458,105,110,NA,14.1,243.54,189.6,0.51,1.68,Event60sec_001.elg
2023-06-15T17:37:19Z,-70.67114333333333,41.52354833333333,21.593,0.1458,78,110,NA,12.09,245.13,201.37,0.5,1.98,Event60sec_001.elg
2023-06-15T17:38:19Z,-70.67111666666666,41.523538333333335,21.6173,0.1457,88,110,NA,16.09,251.71,215.62,0.44,2.09,Event60sec_001.elg
2023-06-15T17:39:19Z,-70.67110666666666,41.523555,21.6428,0.1457,88,110,NA,14.08,243.26,215,0.26,2.11,Event60sec_001.elg
2023-06-15T17:40:19Z,-70.67109833333333,41.52354,21.6691,0.1457,77,110,NA,15.08,254.75,221.38,0.38,1.98,Event60sec_001.elg
2023-06-15T17:41:19Z,-70.67108666666667,41.523515,21.6958,0.1457,88,110,NA,14.98,250.43,227.23,0.5,1.64,Event60sec_001.elg
2023-06-15T17:42:19Z,-70.67148666666667,41.52323833333333,21.7234,0.1456,74,110,NA,13.72,244.89,221.71,0.52,2.63,Event60sec_001.elg
2023-06-15T17:43:19Z,-70.67198166666667,41.5227,21.7518,0.1456,77,110,NA,13.73,240.75,222.28,0.43,2.69,Event60sec_001.elg
2023-06-15T17:44:19Z,-70.67255,41.522103333333334,21.7794,0.1456,79,110,NA,15.28,256.27,202.23,0,2.46,Event60sec_001.elg
2023-06-15T17:45:19Z,-70.67276666666666,41.52115333333333,21.8096,0.1456,96,110,NA,14.63,251.53,175.35,0.03,2.09,Event60sec_001.elg
2023-06-15T17:46:19Z,-70.67242166666666,41.51978666666667,21.8404,0.1455,78,110,NA,12.28,255.28,169.97,0.34,1.54,Event60sec_001.elg
2023-06-15T17:47:19Z,-70.67194166666667,41.518155,21.8712,0.1455,78,110,NA,14.04,256.11,172.15,0.29,1.51,Event60sec_001.elg
2023-06-15T17:48:19Z,-70.67154833333333,41.51647666666667,21.903,0.1454,98,110,NA,13.62,251.19,169.62,0.44,1.12,Event60sec_001.elg
2023-06-15T17:49:19Z,-70.671155,41.51486166666667,21.9373,0.1454,71,110,NA,13.04,222.59,174.99,0.27,1.46,Event60sec_001.elg
2023-06-15T17:50:19Z,-70.67113666666667,41.51338666666667,21.9751,0.1453,69,110,NA,15.02,214.61,184,0.19,1.64,Event60sec_001.elg
2023-06-15T17:51:19Z,-70.67138333333334,41.51199166666667,22.0126,0.1453,77,110,NA,13.98,220.37,187.15,0.61,1.74,Event60sec_001.elg
2023-06-15T17:52:19Z,-70.671765,41.51060833333333,22.0525,0.1452,78,110,NA,12.97,224.9,182.88,0.01,1.36,Event60sec_001.elg
2023-06-15T17:53:19Z,-70.67204833333334,41.509105,22.0917,0.1452,78,110,NA,13.76,223.93,167.36,0.58,1.76,Event60sec_001.elg
2023-06-15T17:54:19Z,-70.67168,41.507576666666665,22.1353,0.1451,64,110,NA,13.52,226.2,151.79,0.86,0.83,Event60sec_001.elg
2023-06-15T17:55:19Z,-70.671075,41.50598166666666,22.1813,0.1451,74,110,NA,12.97,219.83,155.1,-0.63,0.78,Event60sec_001.elg
2023-06-15T17:56:19Z,-70.670825,41.50430166666666,22.2287,0.145,83,110,NA,13.3,224.17,171.29,0.25,1.6,Event60sec_001.elg
2023-06-15T17:57:19Z,-70.670855,41.502606666666665,22.2732,0.145,79,110,NA,14.87,232.37,167.41,0.82,1.01,Event60sec_001.elg
2023-06-15T17:58:20Z,-70.670935,41.500865,22.3127,0.1449,84,110,NA,14.06,221.68,167.6,-0.52,0.34,Event60sec_001.elg
2023-06-15T17:59:20Z,-70.67099833333333,41.499118333333335,22.3481,0.1449,74,110,NA,13.29,226.9,168.22,0.55,0.95,Event60sec_001.elg
2023-06-15T18:00:20Z,-70.67120833333334,41.497325000000004,22.3777,0.1449,73,110,NA,12.03,224.02,167.06,-0.42,0.3,Event60sec_001.elg
2023-06-15T18:01:20Z,-70.67139666666667,41.495605,22.4057,0.1449,88,110,NA,13.87,223.69,169.32,0.13,0.96,Event60sec_001.elg
2023-06-15T18:02:20Z,-70.67178666666666,41.49384833333333,22.4326,0.1449,75,110,NA,12.46,224.63,197.33,2.06,0.52,Event60sec_001.elg
2023-06-15T18:03:20Z,-70.67340666666666,41.49245,22.4527,0.1449,77,110,NA,12.35,231.11,233,1.62,2.65,Event60sec_001.elg
2023-06-15T18:04:20Z,-70.67561333333333,41.491413333333334,22.4712,0.1449,84,110,NA,12.65,222.26,232.31,0.46,2.34,Event60sec_001.elg
2023-06-15T18:05:20Z,-70.67772666666667,41.490381666666664,22.485,0.1449,78,110,NA,13.35,238.17,232.1,0.35,2.36,Event60sec_001.elg
2023-06-15T18:06:20Z,-70.67981666666667,41.48929833333333,22.4958,0.1449,85,110,NA,13.59,230.53,229.32,0.59,2.72,Event60sec_001.elg
2023-06-15T18:07:20Z,-70.68178,41.488193333333335,22.5037,0.145,76,110,NA,14.55,236.02,228.56,-0.27,1.87,Event60sec_001.elg
2023-06-15T18:08:20Z,-70.68369333333334,41.487053333333336,22.5079,0.145,89,110,NA,13.41,235.24,230.55,2.64,1.75,Event60sec_001.elg
2023-06-15T18:09:20Z,-70.685705,41.48592,22.513,0.1451,74,110,NA,15.53,229.67,226.84,-0.48,2.44,Event60sec_001.elg
2023-06-15T18:10:20Z,-70.687655,41.48473666666667,22.5175,0.1451,78,110,NA,14.4,233,235.82,-1.06,2.02,Event60sec_001.elg
2023-06-15T18:11:20Z,-70.68982166666666,41.48377333333333,22.5186,0.1451,79,110,NA,14.61,234.25,232.29,-0.57,1.94,Event60sec_001.elg
2023-06-15T18:12:20Z,-70.69164666666667,41.482555,22.5211,0.1452,64,110,NA,15.55,227.66,214.23,-0.96,2.1,Event60sec_001.elg
2023-06-15T18:13:20Z,-70.69334833333333,41.48115166666667,22.5207,0.1452,91,109,NA,13.07,231.98,225.44,0.77,1.86,Event60sec_001.elg
2023-06-15T18:14:20Z,-70.695295,41.47990166666666,22.5206,0.1453,67,110,NA,11.24,234.12,234.77,2.55,2.95,Event60sec_001.elg
2023-06-15T18:15:20Z,-70.697485,41.47886166666667,22.519,0.1453,76,110,NA,16.09,236.65,241.32,1.62,2.48,Event60sec_001.elg
2023-06-15T18:16:20Z,-70.69969,41.477851666666666,22.5199,0.1454,74,110,NA,14.22,234.63,232.12,0.27,2.68,Event60sec_001.elg
2023-06-15T18:17:20Z,-70.70167333333333,41.47664833333333,22.5192,0.1454,79,110,NA,15.24,231.51,225.77,0.59,2.38,Event60sec_001.elg
2023-06-15T18:18:20Z,-70.703455,41.475425,22.519,0.1455,70,110,NA,14.66,223.88,225.85,1.5,2.18,Event60sec_001.elg
2023-06-15T18:19:20Z,-70.705345,41.474198333333334,22.5165,0.1455,82,109,NA,18.63,232.52,234.07,-0.61,2.71,Event60sec_001.elg
2023-06-15T18:20:20Z,-70.70736,41.47314166666666,22.5143,0.1455,83,110,NA,16.7,231.78,236.55,0.03,2.33,Event60sec_001.elg
2023-06-15T18:21:20Z,-70.70940833333333,41.472051666666665,22.5116,0.1456,78,110,NA,15.46,231.12,233.24,1.81,2.07,Event60sec_001.elg
2023-06-15T18:22:20Z,-70.7113,41.470885,22.5072,0.1456,159,110,NA,18.74,232.21,228.72,-2.33,1.75,Event60sec_001.elg
2023-06-15T18:23:20Z,-70.713075,41.46975,22.5034,0.1457,156,110,NA,14.76,224,222.96,2.05,1.85,Event60sec_001.elg
2023-06-15T18:24:20Z,-70.714805,41.46844333333333,22.4998,0.1457,143,109,NA,15.52,227.2,224.04,0.77,1.9,Event60sec_001.elg
2023-06-15T18:25:20Z,-70.71648166666667,41.467135,22.4961,0.1458,157,109,NA,14.72,228.86,212.58,1.31,1.96,Event60sec_001.elg
2023-06-15T18:26:20Z,-70.71804,41.46579833333333,22.4922,0.1459,136,110,NA,17.59,231.88,223.82,0.58,2.18,Event60sec_001.elg
2023-06-15T18:27:20Z,-70.71959166666667,41.464615,22.4888,0.1459,146,110,NA,18.5,234.07,218.57,0.03,1.59,Event60sec_001.elg
2023-06-15T18:28:20Z,-70.72113833333333,41.46344166666667,22.4864,0.146,141,110,NA,19.03,233.61,235.92,-0.07,2.27,Event60sec_001.elg
2023-06-15T18:29:20Z,-70.72300333333334,41.46252,22.4825,0.146,142,110,NA,14.15,234.87,238.75,1.98,1.85,Event60sec_001.elg
2023-06-15T18:30:20Z,-70.72440333333333,41.461803333333336,22.4799,0.146,138,110,NA,18.47,237.4,225.55,-0.17,2,Event60sec_001.elg
2023-06-15T18:31:20Z,-70.7257,41.46071833333333,22.2473,0.0117,133,156,NA,16.27,244.3,218.65,0.34,1.05,Event60sec_001.elg
2023-06-15T18:32:20Z,-70.727065,41.45966833333333,18.096,30.8697,127,72,NA,19.02,241.2,242.41,0.24,2.29,Event60sec_001.elg
2023-06-15T18:33:20Z,-70.72880666666667,41.45896666666667,17.8395,31.7091,137,67,NA,15.78,243.94,247.06,0.36,2.47,Event60sec_001.elg
2023-06-15T18:34:20Z,-70.73067,41.45816833333333,17.8092,31.6973,130,70,NA,22.02,238.19,230.92,0.27,2.04,Event60sec_001.elg
2023-06-15T18:35:20Z,-70.73220833333333,41.45705,17.8021,31.6027,133,70,NA,16.33,243.56,216.66,1.43,1.57,Event60sec_001.elg
2023-06-15T18:36:20Z,-70.73354833333333,41.455751666666664,17.7917,31.7379,133,67,NA,19.19,247.94,227.3,-0.92,1.26,Event60sec_001.elg
2023-06-15T18:37:20Z,-70.73518333333334,41.454755,17.7886,31.7333,127,67,NA,16.76,243.29,241.64,2.99,1.39,Event60sec_001.elg
2023-06-15T18:38:20Z,-70.73676,41.45395,17.7887,31.5945,132,70,NA,17.63,242.73,236.43,-1.56,1.2,Event60sec_001.elg
2023-06-15T18:39:20Z,-70.73834833333333,41.452885,17.7688,31.7426,122,67,NA,21.53,249.56,215.58,0.49,0.95,Event60sec_001.elg
2023-06-15T18:40:20Z,-70.73954166666667,41.4517,17.7534,31.7371,137,70,NA,18.1,252.37,225.77,2.56,1.34,Event60sec_001.elg
2023-06-15T18:41:20Z,-70.740905,41.45066333333333,17.7329,31.7639,124,70,NA,17.4,241.89,220.67,3.23,1.25,Event60sec_001.elg
2023-06-15T18:42:20Z,-70.74201,41.449305,17.7233,31.7638,140,67,NA,15.39,248.01,219.29,0.94,0.95,Event60sec_001.elg
2023-06-15T18:43:20Z,-70.74351666666666,41.44813833333333,17.7129,31.7755,126,67,NA,17.9,245.89,234.05,0.27,1.24,Event60sec_001.elg
2023-06-15T18:44:20Z,-70.74524666666667,41.447025,17.7083,31.7723,130,67,NA,13.9,243.26,234.73,2.91,1.83,Event60sec_001.elg
2023-06-15T18:45:20Z,-70.746855,41.44597,17.7112,31.7448,127,70,NA,20.42,248.57,230.63,-1.77,1.74,Event60sec_001.elg
2023-06-15T18:46:20Z,-70.74827,41.444815,17.7147,31.7719,130,70,NA,13.26,246.18,227.27,0.5,1.5,Event60sec_001.elg
2023-06-15T18:47:20Z,-70.74975166666667,41.44367333333334,17.699,31.7331,121,67,NA,20.41,250.07,222.43,0.53,1.08,Event60sec_001.elg
2023-06-15T18:48:20Z,-70.75113833333333,41.442463333333336,17.6817,31.7876,143,67,NA,16.31,244.76,232.73,3.11,1.97,Event60sec_001.elg
2023-06-15T18:49:20Z,-70.75280666666667,41.44151333333333,17.656,31.7859,112,67,NA,15.26,245.23,247.1,-0.03,2.45,Event60sec_001.elg
2023-06-15T18:50:20Z,-70.754665,41.44067,17.6613,31.7955,138,69,NA,15.05,237.55,229.93,1.27,1.74,Event60sec_001.elg
2023-06-15T18:51:20Z,-70.75620666666667,41.43964833333333,17.6533,31.7365,121,67,NA,15.47,236.67,230.98,1.41,1.64,Event60sec_001.elg
2023-06-15T18:52:20Z,-70.75767666666667,41.438446666666664,17.619,31.8035,128,66,NA,18.34,243.93,216.75,-0.38,1.32,Event60sec_001.elg
2023-06-15T18:53:20Z,-70.75911666666667,41.43721333333333,17.5775,31.8059,118,66,NA,16.95,238.26,234.47,-0.63,1.27,Event60sec_001.elg
2023-06-15T18:54:20Z,-70.76081,41.436098333333334,17.5517,31.8058,122,66,NA,16,238.31,218.42,-0.77,1.06,Event60sec_001.elg
2023-06-15T18:55:20Z,-70.76212,41.43473,17.5144,31.8058,122,65,NA,13.81,242.99,216.93,1.91,1.46,Event60sec_001.elg
2023-06-15T18:56:20Z,-70.76356833333334,41.433393333333335,17.4789,31.8131,138,65,NA,15.91,246.02,232.13,2.01,1.49,Event60sec_001.elg
2023-06-15T18:57:20Z,-70.76528833333333,41.432338333333334,17.4094,31.8149,128,67,NA,18.03,243,237.66,-1.3,2.06,Event60sec_001.elg
2023-06-15T18:58:20Z,-70.76713833333334,41.43138,17.3907,31.8141,135,66,NA,15.96,243.18,239.77,0.41,2.23,Event60sec_001.elg
2023-06-15T18:59:20Z,-70.76896833333333,41.430425,17.3728,31.8153,120,66,NA,13.14,240.63,238.36,1.01,1.71,Event60sec_001.elg
2023-06-15T19:00:20Z,-70.770785,41.42950666666667,17.3474,31.8135,113,66,NA,14.06,238.07,239.78,1.1,2.02,Event60sec_001.elg
2023-06-15T19:01:20Z,-70.77264666666667,41.428513333333335,17.2948,31.8158,122,65,NA,13.79,235.88,235.61,1.9,1.95,Event60sec_001.elg
2023-06-15T19:02:20Z,-70.77458333333334,41.42765166666667,17.2817,31.8146,113,65,NA,16.27,245.49,258.03,-0.08,2.11,Event60sec_001.elg
2023-06-15T19:03:20Z,-70.77670666666667,41.42716166666666,17.224,31.8116,118,65,NA,16.31,239.74,249.08,-0.38,2.25,Event60sec_001.elg
2023-06-15T19:04:20Z,-70.77874666666666,41.42648166666667,17.1824,31.8093,138,65,NA,12.35,236.33,252.24,1.21,2.26,Event60sec_001.elg
2023-06-15T19:05:20Z,-70.7809,41.425956666666664,17.1259,31.8035,130,62,NA,12.57,240.2,254.74,0.34,2.85,Event60sec_001.elg
2023-06-15T19:06:20Z,-70.78294166666667,41.42540666666667,17.1109,31.8003,115,61,NA,16.47,244.71,250.93,-1.14,2.5,Event60sec_001.elg
2023-06-15T19:07:20Z,-70.784955,41.424791666666664,17.0903,31.7998,123,64,NA,17.34,246.73,250.37,-0.02,2.24,Event60sec_001.elg
2023-06-15T19:08:20Z,-70.786735,41.4243,17.0557,31.7834,119,63,NA,16.16,250.27,252.54,0.76,2.42,Event60sec_001.elg
2023-06-15T19:09:20Z,-70.78858,41.42374,17.0478,31.7942,127,64,NA,16.49,252.34,256.45,0.19,2.15,Event60sec_001.elg
2023-06-15T19:10:21Z,-70.79061333333334,41.423366666666666,16.9818,31.7825,127,60,NA,14.78,247.69,254.22,-0.17,2.27,Event60sec_001.elg
2023-06-15T19:11:21Z,-70.79263833333333,41.42283166666667,17.0071,31.784300000000002,166,63,NA,13.22,247.26,257.36,2.69,2,Event60sec_001.elg
2023-06-15T19:12:21Z,-70.79467833333334,41.42243833333333,16.8892,31.7692,122,60,NA,16.7,253.93,257.33,0.03,2.07,Event60sec_001.elg
2023-06-15T19:13:21Z,-70.79660166666666,41.422016666666664,16.9356,31.7733,131,60,NA,18.21,248.08,253.97,-0.23,2.03,Event60sec_001.elg
2023-06-15T19:14:21Z,-70.79856,41.42158,16.907,31.7659,121,62,NA,16.74,248.99,258.61,0.4,2.14,Event60sec_001.elg
2023-06-15T19:15:21Z,-70.80056833333333,41.421225,16.8721,31.7595,132,60,NA,11.68,248.82,254.4,5.11,2.63,Event60sec_001.elg
2023-06-15T19:16:21Z,-70.80232666666667,41.42077333333334,16.8999,31.7581,134,63,NA,15.1,250.97,256.59,0.63,2.18,Event60sec_001.elg
2023-06-15T19:17:21Z,-70.80416333333334,41.42041666666667,16.9203,31.7573,128,63,NA,13.33,250.01,259.62,2.12,2.37,Event60sec_001.elg
2023-06-15T19:18:21Z,-70.80596666666666,41.42,16.8563,31.7604,140,63,NA,18.89,250.21,250.77,0.26,2.03,Event60sec_001.elg
2023-06-15T19:19:21Z,-70.80783,41.41956166666667,16.8585,31.7603,125,63,NA,13.08,251.5,259.82,1.09,2.6,Event60sec_001.elg
2023-06-15T19:20:21Z,-70.80953333333333,41.419178333333335,16.8211,31.7528,138,60,NA,18.27,250.16,251.59,-1.47,1.75,Event60sec_001.elg
2023-06-15T19:21:21Z,-70.81134333333333,41.418816666666665,16.853,31.7608,127,63,NA,24.18,255.7,261.59,-2.1,1.89,Event60sec_001.elg
2023-06-15T19:22:21Z,-70.81311333333333,41.418486666666666,16.8218,31.7549,131,63,NA,20.35,251.5,253.55,1.24,2.19,Event60sec_001.elg
2023-06-15T19:23:21Z,-70.81489333333333,41.41808,16.784,31.7578,118,63,NA,21.42,252.54,262.74,0.75,3.04,Event60sec_001.elg
2023-06-15T19:24:21Z,-70.81661,41.417721666666665,16.7497,31.7551,131,63,NA,17.15,253.72,254.78,1.91,2.03,Event60sec_001.elg
2023-06-15T19:25:21Z,-70.81841833333333,41.41742,16.7524,31.7572,127,63,NA,17.46,250.96,262.09,-0.49,1.96,Event60sec_001.elg
2023-06-15T19:26:21Z,-70.82011333333334,41.417025,16.7411,31.7532,128,60,NA,21.14,252.68,251.11,-2.36,2.1,Event60sec_001.elg
2023-06-15T19:27:21Z,-70.82175,41.416615,16.7622,31.7504,123,63,NA,17.54,249.4,257.13,-2.53,2.26,Event60sec_001.elg
2023-06-15T19:28:21Z,-70.82340666666667,41.416261666666664,16.7339,31.7502,123,63,NA,14.84,248.65,258.57,2.78,2.85,Event60sec_001.elg
2023-06-15T19:29:21Z,-70.82511166666667,41.41592833333333,16.7715,31.7592,157,60,NA,15.22,255.14,256.65,2.51,2.19,Event60sec_001.elg
2023-06-15T19:30:21Z,-70.82671833333333,41.415585,16.7613,31.7502,112,63,NA,14.88,243.61,254.76,0.61,2.32,Event60sec_001.elg
2023-06-15T19:31:21Z,-70.82834666666666,41.41522666666667,16.7567,31.7545,154,63,NA,13.67,241.47,253.17,0.56,2.07,Event60sec_001.elg
2023-06-15T19:32:21Z,-70.83016833333333,41.41482833333333,16.7545,31.7574,113,63,NA,15.09,251.72,263.42,0.65,2.4,Event60sec_001.elg
2023-06-15T19:33:21Z,-70.83188,41.41455833333333,16.784300000000002,31.7578,112,61,NA,16.95,248.35,255.57,-2.75,2.66,Event60sec_001.elg
2023-06-15T19:34:21Z,-70.83360333333333,41.414155,16.7891,31.761,127,64,NA,20.1,248.67,255.33,0.39,2.19,Event60sec_001.elg
2023-06-15T19:35:21Z,-70.83507833333333,41.413865,16.7894,31.7589,123,64,NA,16.27,250,254.64,0.69,1.7,Event60sec_001.elg
