cruise,station,lon,lat,dttm,dep,fluor,oxygen2,par,pres,sal,sigtheta,temp,theta,file
C308C,C308C-003,-70.98,41.24666666666667,2023-06-16T14:13:00.000Z,16,0.11533037977989512,5.998532266854211,1.5524280750364017,16.06546954296781,31.68950218620563,23.720183594975897,13.555875870453356,13.553680471522075,C308C-003-HC.cnv
C308C,C308C-003,-70.98,41.24666666666667,2023-06-16T14:13:00.000Z,17,0.10495724945543382,5.876997269578788,1.2654726856202758,17.100817996631985,31.72961456224647,23.84761607291009,13.068730183263726,13.066463194035016,C308C-003-HC.cnv
C308C,C308C-003,-70.98,41.24666666666667,2023-06-16T14:13:00.000Z,18,0.11671389810522749,5.792342914638151,0.9782104853964471,17.972829943548703,31.747771121929862,23.89060273148034,12.920155587407722,12.917774918888767,C308C-003-HC.cnv
C308C,C308C-003,-70.98,41.24666666666667,2023-06-16T14:13:00.000Z,19,0.11855514902477268,5.67270557416118,0.7804241160238319,19.068861712135465,31.76442975227344,23.958981383505805,12.631515656318593,12.629023480714958,C308C-003-HC.cnv
C308C,C308C-003,-70.98,41.24666666666667,2023-06-16T14:13:00.000Z,20,0.12213545920615249,5.432398552349481,0.5873206188902658,20.011034401368974,31.81135997718377,24.047847466611596,12.35527488936095,12.352707002222616,C308C-003-HC.cnv
C308C,C308C-003,-70.98,41.24666666666667,2023-06-16T14:13:00.000Z,21,0.1041933940682687,5.369445886416819,0.4608195325558071,21.087657393306838,31.84570368086766,24.069179658656168,12.3835081361661,12.380818352338151,C308C-003-HC.cnv
C308C,C308C-003,-70.98,41.24666666666667,2023-06-16T14:13:00.000Z,22,0.08591229757875056,5.247978047657861,0.36353493714340507,22.128014575442297,31.8560209253488,24.073915775039556,12.400897954643526,12.398066177302583,C308C-003-HC.cnv
C308C,C308C-003,-70.98,41.24666666666667,2023-06-16T14:13:00.000Z,23,0.11456867315498279,5.076807051187589,0.26098278879258363,23.212962342759926,31.866083458142988,24.08718347555829,12.37198918375822,12.369041710316552,C308C-003-HC.cnv
C308C,C308C-003,-70.98,41.24666666666667,2023-06-16T14:13:00.000Z,24,0.11906006151173747,4.975644021639628,0.1854374665871817,23.994418172643684,31.87548995360385,24.10798002464935,12.300453823998286,12.297376182342669,C308C-003-HC.cnv
C308C,C308C-003,-70.98,41.24666666666667,2023-06-16T14:13:00.000Z,25,0.12522245060882806,4.981744185692542,0.12045889570015217,25.2441400304414,31.882822969939117,24.124264604261796,12.244131152968038,12.240939661339421,C308C-003-HC.cnv
C308C,C308C-003,-70.98,41.24666666666667,2023-06-16T14:13:00.000Z,26,0.12925998280089743,4.985978990256702,0.0680691874078744,26.29533044711641,31.890134621856138,24.139117985009594,12.195151145370776,12.191833418544716,C308C-003-HC.cnv
C308C,C308C-003,-70.98,41.24666666666667,2023-06-16T14:13:00.000Z,27,0.10011309672259781,4.985203596541527,0.0255902984874608,27.09793351641719,31.896690402809625,24.15222400108643,12.152431858854417,12.149013249939642,C308C-003-HC.cnv
C308C,C308C-003,-70.98,41.24666666666667,2023-06-16T14:13:00.000Z,28,0.08257722639771403,4.989283695999549,0.002347676149663383,28.136453359401436,31.89971331306162,24.157793090856114,12.135232060476746,12.131671736474038,C308C-003-HC.cnv
C308C,C308C-003,-70.98,41.24666666666667,2023-06-16T14:13:00.000Z,29,0.08196104580613307,4.984978940378884,2.0770230645369156e-7,29.18556969663723,31.90068786846051,24.159512957147037,12.13018485403295,12.126509669574121,C308C-003-HC.cnv
C308C,C308C-003,-70.98,41.24666666666667,2023-06-16T14:13:00.000Z,30,0.08027178872386326,4.987774529800424,3.139718781152471e-11,30.06703009400901,31.90143356696519,24.161162795052935,12.12449645967378,12.120702340027073,C308C-003-HC.cnv
C308C,C308C-003,-70.98,41.24666666666667,2023-06-16T14:13:00.000Z,31,0.0685246980816986,4.989281539195593,9.978795190691523e-13,31.19649305442597,31.902248820716352,24.1630128924168,12.118090882375267,12.114157392888513,C308C-003-HC.cnv
C308C,C308C-003,-70.98,41.24666666666667,2023-06-16T14:13:00.000Z,32,0.0766189680061418,4.990827436718579,1.0000065233165167e-12,32.23255099802588,31.903274956788763,24.164821193682826,12.112774363676245,12.108727271331432,C308C-003-HC.cnv
C308C,C308C-003,-70.98,41.24666666666667,2023-06-16T14:13:00.000Z,33,0.06576138881405248,4.9925276200226305,1e-12,33.298049463871976,31.903895533164498,24.165826922247966,12.110109868527397,12.105937515491135,C308C-003-HC.cnv
C308C,C308C-003,-70.98,41.24666666666667,2023-06-16T14:13:00.000Z,34,0.06404350083592213,4.995129722663568,1e-12,34.01987241812706,31.90423628850578,24.1662288535417,12.109447800516968,12.105149329483742,C308C-003-HC.cnv
C308C,C308C-003,-70.98,41.24666666666667,2023-06-16T14:13:00.000Z,35,0.05836498707247143,4.990595925515475,1e-12,35.09906868925129,31.90457990056529,24.167545649985765,12.103958213022082,12.099508329435928,C308C-003-HC.cnv
C308C,C308C-003,-70.98,41.24666666666667,2023-06-16T14:13:00.000Z,36,0.0631517266150155,4.995454707676245,1e-12,36.10148909280729,31.905096504386687,24.168602323387734,12.10054637846402,12.09597584391084,C308C-003-HC.cnv
C308C,C308C-003,-70.98,41.24666666666667,2023-06-16T14:13:00.000Z,37,0.055478519603026445,5.001380781009466,1e-12,37.28181192885919,31.905448833972027,24.16953024630703,12.09722817054797,12.092545014902887,C308C-003-HC.cnv
C308C,C308C-003,-70.98,41.24666666666667,2023-06-16T14:13:00.000Z,38,0.05201051225879178,4.994653406950357,1e-12,38.288433870752435,31.906022299431925,24.170339474347756,12.095393843906203,12.090571652749144,C308C-003-HC.cnv
C308C,C308C-003,-70.98,41.24666666666667,2023-06-16T14:13:00.000Z,39,0.05507603335052097,4.989633705395919,1e-12,39.32889211196069,31.906371570025062,24.170867154631157,12.09408552126906,12.089121361429205,C308C-003-HC.cnv
C308C,C308C-003,-70.98,41.24666666666667,2023-06-16T14:13:00.000Z,40,0.051446222755009506,4.9854984613815025,1e-12,39.94194978074226,31.906715691151284,24.171413759422194,12.092696996201251,12.08762134626361,C308C-003-HC.cnv
