cruise,station,lon,lat,dttm,dep,fluor,oxygen2,par,pres,sal,sigtheta,temp,theta,file
C308C,C308C-003,-70.98,41.24666666666667,2023-06-16T14:13:00.000Z,6,0.03605311215044909,5.930322755618309,17.302835431619403,5.936874926461938,31.609242191238188,23.187828050358863,15.790222316350944,15.78931970623995,C308C-003-HC.cnv
C308C,C308C-003,-70.98,41.24666666666667,2023-06-16T14:13:00.000Z,7,0.050233991330785044,5.940669844615202,13.915737806155173,6.912993677265647,31.613810102957153,23.202969821379483,15.73769053749787,15.736626674281004,C308C-003-HC.cnv
C308C,C308C-003,-70.98,41.24666666666667,2023-06-16T14:13:00.000Z,8,0.07264934118230214,5.947430326785386,10.354179999632834,8.048217367358177,31.61517131264916,23.21076371690839,15.707246670827978,15.706022541949695,C308C-003-HC.cnv
C308C,C308C-003,-70.98,41.24666666666667,2023-06-16T14:13:00.000Z,9,0.0877251847659262,5.9404429943087935,8.332367625849091,8.973497337984211,31.614407589498807,23.21742352964935,15.6744535737103,15.673086246741324,C308C-003-HC.cnv
C308C,C308C-003,-70.98,41.24666666666667,2023-06-16T14:13:00.000Z,10,0.12050018836873123,5.928613310352496,6.604217469142665,10.137329033692874,31.59429713110197,23.268883086845324,15.366908773490492,15.36540941843656,C308C-003-HC.cnv
C308C,C308C-003,-70.98,41.24666666666667,2023-06-16T14:13:00.000Z,11,0.13054364062404494,5.872320056737894,5.007977719050343,11.077074366912242,31.584495562003593,23.375253797088313,14.836757633188434,14.835149255539855,C308C-003-HC.cnv
C308C,C308C-003,-70.98,41.24666666666667,2023-06-16T14:13:00.000Z,12,0.11148528063709176,5.900016086968092,3.8145475297389333,12.129933203821489,31.613148815099663,23.44599903797535,14.606558919684913,14.604831863906112,C308C-003-HC.cnv
C308C,C308C-003,-70.98,41.24666666666667,2023-06-16T14:13:00.000Z,13,0.09127758754256722,5.930141606631662,3.09368674752737,13.057511498229477,31.619743367658433,23.476445429877757,14.485448742995917,14.483591607310025,C308C-003-HC.cnv
C308C,C308C-003,-70.98,41.24666666666667,2023-06-16T14:13:00.000Z,14,0.10888346570195749,5.988896282612478,2.4290664448995805,14.15437131038914,31.64588077854972,23.566980374282156,14.144839400916519,14.142854463676155,C308C-003-HC.cnv
C308C,C308C-003,-70.98,41.24666666666667,2023-06-16T14:13:00.000Z,15,0.11138507159065314,6.039015415995795,1.9731223072687671,15.19005330819478,31.678015015558653,23.66807969074573,13.771370983740582,13.769298628085657,C308C-003-HC.cnv
