cruise,station,lon,lat,dep,fluor,oxygen2,par,pres,sal,sigtheta,temp,theta,file
C303B,C303B-004,-71.25166666666667,41.325,3,0.31109938123468933,6.0087267487236655,76.92263284058316,2.9342710480932306,32.11389394650406,23.39022818694079,16.61143634653809,16.610966439692046,C303B-004-HC.cnv
C303B,C303B-004,-71.25166666666667,41.325,4,0.3790866992295803,5.946327799163457,49.61538215018841,3.8888753231668707,32.11677535243775,23.398916264608026,16.583128816684706,16.582484961815755,C303B-004-HC.cnv
C303B,C303B-004,-71.25166666666667,41.325,5,0.4625138571104914,5.998985336477839,49.50564409078062,4.787985993736148,32.09903268228008,23.40667938943657,16.489662762220753,16.488871095956117,C303B-004-HC.cnv
C303B,C303B-004,-71.25166666666667,41.325,6,0.5603762476718739,6.0369169827470825,40.68598616674746,6.241757833843435,32.09533239579811,23.412993488640808,16.44934676365766,16.448393745985253,C303B-004-HC.cnv
C303B,C303B-004,-71.25166666666667,41.325,7,0.6457482083950308,6.2043465459458895,28.82950481310784,6.947947906712293,32.10377752369774,23.44900017390685,16.320458474326145,16.319368564424224,C303B-004-HC.cnv
C303B,C303B-004,-71.25166666666667,41.325,8,0.7552877914188136,6.295980666059934,23.296652694638873,8.06381940665403,32.11712738079601,23.506215223020778,16.112648598262368,16.111400727608796,C303B-004-HC.cnv
C303B,C303B-004,-71.25166666666667,41.325,9,0.861370772128502,6.3570584043271845,19.570084184008564,8.95515190182207,32.12568018520952,23.531776997053917,16.0282016466195,16.026808934435458,C303B-004-HC.cnv
C303B,C303B-004,-71.25166666666667,41.325,10,0.9426465251993456,6.388221344823148,14.654976492256013,10.13707487787986,32.12910357871769,23.545709546515976,15.97782084071366,15.976278197647698,C303B-004-HC.cnv
C303B,C303B-004,-71.25166666666667,41.325,11,0.9835701334587734,6.4447355426301955,10.962832632585386,10.866424775832165,32.13563279255205,23.578060811233215,15.855302622288686,15.853626980123684,C303B-004-HC.cnv
C303B,C303B-004,-71.25166666666667,41.325,12,1.1339519494114525,6.571836497999746,8.199967496743104,12.196820346095757,32.15334008116302,23.687955604745266,15.416157990062143,15.414338308027531,C303B-004-HC.cnv
