cruise,station,lon,lat,dep,fluor,oxygen2,par,pres,sal,sigtheta,temp,theta,file
C303B,C303B-003,-70.49666666666667,41.093333333333334,21,2.0238923383434133,6.966093453608679,1e-12,21.20842094698015,32.22669701503023,24.58231168209837,11.196837312791173,11.194297677631967,C303B-003-HC.cnv
C303B,C303B-003,-70.49666666666667,41.093333333333334,22,1.4917219174443757,6.9092174564701,1e-12,22.01957938431617,32.23412668979231,24.593284236829753,11.16772531725182,11.165065686487953,C303B-003-HC.cnv
C303B,C303B-003,-70.49666666666667,41.093333333333334,23,1.2160417914628654,6.832847939737877,1e-12,22.984760301310615,32.23544238377916,24.59555882233414,11.160757388351065,11.157975114297741,C303B-003-HC.cnv
C303B,C303B-003,-70.49666666666667,41.093333333333334,24,0.9832256280800075,6.830342188254904,1e-12,24.002065416948497,32.23710882392019,24.598592396608367,11.151089361290946,11.14820349127935,C303B-003-HC.cnv
C303B,C303B-003,-70.49666666666667,41.093333333333334,25,1.0537109411904928,6.817121733803841,1e-12,25.290604703510045,32.246928422706276,24.61278879360204,11.114099506827047,11.111102877363285,C303B-003-HC.cnv
C303B,C303B-003,-70.49666666666667,41.093333333333334,26,0.9867136098147236,6.799996593397879,1e-12,26.175241128131916,32.26286005051337,24.634464014714762,11.061641346535136,11.058536400129334,C303B-003-HC.cnv
C303B,C303B-003,-70.49666666666667,41.093333333333334,27,0.9244294866100637,6.780844896196682,1e-12,27.251281418589258,32.277134841126525,24.653792059130314,11.015057311095907,11.011823003473197,C303B-003-HC.cnv
C303B,C303B-003,-70.49666666666667,41.093333333333334,28,0.916765328181489,6.756664759753403,1e-12,28.260765586836026,32.29099498396317,24.670387995573932,10.982123798512069,10.978783030783585,C303B-003-HC.cnv
C303B,C303B-003,-70.49666666666667,41.093333333333334,29,0.9154917111275523,6.759944261713716,1e-12,29.19542039264712,32.31183186870942,24.69812707479175,10.916407241775204,10.912972117590028,C303B-003-HC.cnv
C303B,C303B-003,-70.49666666666667,41.093333333333334,30,0.7634597431720478,6.7938501947927685,1e-12,29.92509599316248,32.34158426375477,24.741846634435078,10.79856259124134,10.795030262019871,C303B-003-HC.cnv
C303B,C303B-003,-70.49666666666667,41.093333333333334,31,0.6554855912586174,6.795711995891174,1.0000000000000002e-12,31.179139027336713,32.36767903992361,24.778698919986393,10.703256368318636,10.699621388320228,C303B-003-HC.cnv
C303B,C303B-003,-70.49666666666667,41.093333333333334,32,0.6710570345202359,6.796558678512087,1.0000000000000008e-12,32.108332221396445,32.38574817059671,24.80357870001036,10.640707154214342,10.636975699420722,C303B-003-HC.cnv
C303B,C303B-003,-70.49666666666667,41.093333333333334,33,0.7375907632071952,6.79583980124365,1.0000000000000004e-12,33.0874339598952,32.413322315442905,24.842805055970945,10.537362430490624,10.533547117033477,C303B-003-HC.cnv
