dttm,lon,lat,temp,sal,fluor,cdom,xmiss_1min,wind_sp,wind_dir,heading,pitch,roll,filename
2022-06-10T15:06:54.000Z,-70.97044166666667,41.305283333333335,NA,NA,NA,NA,NA,12.97,252.6,324.94,-2.71,4.52,Event60sec_002.elg
2022-06-10T15:07:54.000Z,-70.97031333333334,41.30553333333334,NA,NA,NA,NA,NA,13.86,234.01,303.18,0.09,5.38,Event60sec_002.elg
2022-06-10T15:08:54.000Z,-70.970245,41.305753333333335,NA,NA,NA,NA,NA,12.63,249.76,293.22,-1.2,3.6,Event60sec_002.elg
2022-06-10T15:09:54.000Z,-70.97013666666666,41.30589333333333,NA,NA,NA,NA,NA,11.7,241.92,305.23,-0.16,6.06,Event60sec_002.elg
2022-06-10T15:10:54.000Z,-70.96996666666666,41.30598666666667,NA,NA,NA,NA,NA,16.6,237.28,323.59,-0.68,3.63,Event60sec_002.elg
2022-06-10T15:11:54.000Z,-70.96976833333333,41.30614,NA,NA,NA,NA,NA,12.8,234.12,337.01,3.08,4.63,Event60sec_002.elg
2022-06-10T15:12:54.000Z,-70.96954,41.306358333333336,NA,NA,NA,NA,NA,15.01,244.67,319.39,-0.59,3.15,Event60sec_002.elg
2022-06-10T15:13:54.000Z,-70.96943833333333,41.30663166666667,NA,NA,NA,NA,NA,15.06,230.83,299.05,3.61,4.91,Event60sec_002.elg
2022-06-10T15:14:54.000Z,-70.96936,41.30683166666667,NA,NA,NA,NA,NA,12.62,248.32,288.87,0.48,5.88,Event60sec_002.elg
2022-06-10T15:15:54.000Z,-70.96925333333333,41.306995,NA,NA,NA,NA,NA,13.7,234.91,308.92,0.2,5.91,Event60sec_002.elg
2022-06-10T15:16:54.000Z,-70.96909333333333,41.30704333333333,NA,NA,NA,NA,NA,15.65,224.89,335.09,1.07,4.87,Event60sec_002.elg
2022-06-10T15:17:54.000Z,-70.96882333333333,41.30723,NA,NA,NA,NA,NA,16.08,270.78,339.43,3.91,4.82,Event60sec_002.elg
2022-06-10T15:18:54.000Z,-70.96859,41.30747,NA,NA,NA,NA,NA,12.92,234.96,307.74,0.72,5.05,Event60sec_002.elg
2022-06-10T15:19:54.000Z,-70.96852,41.307696666666665,NA,NA,NA,NA,NA,15.73,233.7,299.64,-1.42,5.07,Event60sec_002.elg
2022-06-10T15:20:54.000Z,-70.96850166666667,41.30788666666667,NA,NA,NA,NA,NA,14.53,237.43,302.28,-0.17,3.33,Event60sec_002.elg
2022-06-10T15:21:54.000Z,-70.96847333333334,41.308038333333336,NA,NA,NA,NA,NA,13.35,246.42,305.4,-0.24,4.67,Event60sec_002.elg
2022-06-10T15:22:54.000Z,-70.96846,41.308231666666664,NA,NA,NA,NA,NA,15.43,241.68,305.06,-0.58,3.32,Event60sec_002.elg
2022-06-10T15:23:54.000Z,-70.96846666666667,41.30838833333333,NA,NA,NA,NA,NA,13.55,233.33,304.84,-0.1,3.54,Event60sec_002.elg
2022-06-10T15:24:54.000Z,-70.96845833333333,41.30857,NA,NA,NA,NA,NA,15.48,242.64,304.54,-0.43,3.36,Event60sec_002.elg
2022-06-10T15:25:54.000Z,-70.96845666666667,41.30873,NA,NA,NA,NA,NA,15.42,237.34,301.95,-0.61,2.06,Event60sec_002.elg
2022-06-10T15:26:54.000Z,-70.9685,41.30889333333333,NA,NA,NA,NA,NA,14.34,240.72,306.19,-0.3,4.23,Event60sec_002.elg
2022-06-10T15:27:54.000Z,-70.96854,41.30908,NA,NA,NA,NA,NA,13.22,254.47,311.61,1.66,4.05,Event60sec_002.elg
2022-06-10T15:28:54.000Z,-70.96859333333333,41.309255,NA,NA,NA,NA,NA,12.39,239.29,312.1,0.32,3.3,Event60sec_002.elg
2022-06-10T15:29:54.000Z,-70.96863,41.30945,NA,NA,NA,NA,NA,16.43,244.99,316.78,0.09,3.36,Event60sec_002.elg
2022-06-10T15:30:54.000Z,-70.968685,41.309646666666666,NA,NA,NA,NA,NA,14.33,251.11,319.5,0.41,4.25,Event60sec_002.elg
2022-06-10T15:31:54.000Z,-70.96875333333334,41.30993333333333,NA,NA,NA,NA,NA,15.46,252.92,325.5,1.98,4.73,Event60sec_002.elg
2022-06-10T15:32:54.000Z,-70.96884833333333,41.310273333333335,NA,NA,NA,NA,NA,15.7,245.23,326.18,-1.3,3.5,Event60sec_002.elg
2022-06-10T15:33:54.000Z,-70.96895666666667,41.31065,NA,NA,NA,NA,NA,15.63,241.94,324.62,-1.84,4.68,Event60sec_002.elg
2022-06-10T15:34:54.000Z,-70.96907833333333,41.311031666666665,NA,NA,NA,NA,NA,15.44,249.75,324.76,1.5,4.63,Event60sec_002.elg
2022-06-10T15:35:54.000Z,-70.969195,41.311415,NA,NA,NA,NA,NA,13.46,250.14,323.33,3.31,4.93,Event60sec_002.elg
2022-06-10T15:36:54.000Z,-70.96935166666667,41.311798333333336,NA,NA,NA,NA,NA,13.61,242.17,321.09,1.05,4.81,Event60sec_002.elg
2022-06-10T15:37:54.000Z,-70.96948666666667,41.31216166666667,NA,NA,NA,NA,NA,14.61,241.06,323.56,-0.72,4.03,Event60sec_002.elg
2022-06-10T15:38:54.000Z,-70.96961333333333,41.31250333333333,NA,NA,NA,NA,NA,13.26,248.87,325.55,1.05,5.8,Event60sec_002.elg
2022-06-10T15:39:54.000Z,-70.96971833333333,41.31286166666667,NA,NA,NA,NA,NA,14.31,256.43,326.94,-0.07,4.93,Event60sec_002.elg
2022-06-10T15:40:54.000Z,-70.96982666666666,41.313271666666665,NA,NA,NA,NA,NA,15.27,255.93,325.42,1.19,4.96,Event60sec_002.elg
2022-06-10T15:41:54.000Z,-70.96996666666666,41.31364333333333,NA,NA,NA,NA,NA,13.36,250.32,324.69,-0.23,5.7,Event60sec_002.elg
2022-06-10T15:42:54.000Z,-70.97013,41.31404166666667,NA,NA,NA,NA,NA,14.57,245.36,327.15,-0.11,4.74,Event60sec_002.elg
2022-06-10T15:43:54.000Z,-70.97028833333333,41.31445,NA,NA,NA,NA,NA,14.21,256.19,325.05,-1.01,4.87,Event60sec_002.elg
2022-06-10T15:44:54.000Z,-70.97045333333334,41.314843333333336,NA,NA,NA,NA,NA,16.5,244.62,322.67,-1.04,3.33,Event60sec_002.elg
2022-06-10T15:45:54.000Z,-70.970665,41.315236666666664,NA,NA,NA,NA,NA,10.95,231.46,321.51,3.5,7.58,Event60sec_002.elg
2022-06-10T15:46:54.000Z,-70.97084166666667,41.31561166666667,NA,NA,NA,NA,NA,15.36,247.1,318.95,-0.38,4.62,Event60sec_002.elg
2022-06-10T15:47:54.000Z,-70.97104666666667,41.315976666666664,NA,NA,NA,NA,NA,14.04,253.09,317.39,-2.18,6.43,Event60sec_002.elg
2022-06-10T15:48:54.000Z,-70.97126166666666,41.31635166666667,NA,NA,NA,NA,NA,13.45,240.77,319.32,-0.3,5.96,Event60sec_002.elg
2022-06-10T15:49:54.000Z,-70.97145166666667,41.316725,NA,NA,NA,NA,NA,14.58,230.95,318.62,0.15,4.11,Event60sec_002.elg
2022-06-10T15:50:54.000Z,-70.97167,41.317096666666664,NA,NA,NA,NA,NA,16.36,242.13,315.96,-1.65,3.93,Event60sec_002.elg
2022-06-10T15:51:54.000Z,-70.97188833333334,41.31745333333333,NA,NA,NA,NA,NA,14.34,242.86,314.94,-0.91,3.76,Event60sec_002.elg
2022-06-10T15:52:54.000Z,-70.97207333333333,41.317765,NA,NA,NA,NA,NA,17.56,234.09,313.5,-3.06,3.25,Event60sec_002.elg
2022-06-10T15:53:54.000Z,-70.97234,41.318108333333335,NA,NA,NA,NA,NA,15.2,243.35,312.12,-1.71,3.58,Event60sec_002.elg
2022-06-10T15:54:54.000Z,-70.97256166666666,41.31844,NA,NA,NA,NA,NA,14.49,236.69,311.4,2.51,4.56,Event60sec_002.elg
2022-06-10T15:55:54.000Z,-70.972775,41.31876166666667,NA,NA,NA,NA,NA,14.34,236.69,311.77,0.89,4.1,Event60sec_002.elg
2022-06-10T15:56:54.000Z,-70.97301666666667,41.319046666666665,NA,NA,NA,NA,NA,15.43,233.43,311.76,-1.06,4.29,Event60sec_002.elg
2022-06-10T15:57:54.000Z,-70.97321666666667,41.319338333333334,NA,NA,NA,NA,NA,13.92,210.41,311.53,2.74,4.52,Event60sec_002.elg
2022-06-10T15:58:54.000Z,-70.97342666666667,41.319635,NA,NA,NA,NA,NA,13.34,236.96,308.6,-0.73,5.15,Event60sec_002.elg
2022-06-10T15:59:54.000Z,-70.97367666666666,41.31994666666667,NA,NA,NA,NA,NA,13.75,214.67,306.84,2.4,6.13,Event60sec_002.elg
2022-06-10T16:00:54.000Z,-70.97394166666666,41.320255,NA,NA,NA,NA,NA,14.58,220.25,305.46,-0.13,4.28,Event60sec_002.elg
2022-06-10T16:01:54.000Z,-70.97420333333334,41.32053333333333,NA,NA,NA,NA,NA,15.63,226.67,309.34,0.94,2.8,Event60sec_002.elg
2022-06-10T16:02:54.000Z,-70.974435,41.320815,NA,NA,NA,NA,NA,13.24,235.55,308.82,0.28,5.89,Event60sec_002.elg
2022-06-10T16:03:54.000Z,-70.97470333333334,41.321115,NA,NA,NA,NA,NA,14.48,226.34,307.59,-0.83,2.72,Event60sec_002.elg
2022-06-10T16:04:54.000Z,-70.97496166666667,41.32142,NA,NA,NA,NA,NA,12.59,223.64,309.98,0.48,4.37,Event60sec_002.elg
2022-06-10T16:05:54.000Z,-70.97520833333333,41.321706666666664,NA,NA,NA,NA,NA,15.37,231,309.31,-0.34,2.84,Event60sec_002.elg
2022-06-10T16:06:54.000Z,-70.97544166666667,41.32198,NA,NA,NA,NA,NA,13.59,220.28,305.27,-1.05,5.72,Event60sec_002.elg
2022-06-10T16:07:54.000Z,-70.97576,41.322271666666666,NA,NA,NA,NA,NA,12.63,207.71,305.59,1.3,5.2,Event60sec_002.elg
2022-06-10T16:08:54.000Z,-70.97610333333333,41.3226,NA,NA,NA,NA,NA,13.62,209.92,303.52,0.3,4.72,Event60sec_002.elg
2022-06-10T16:09:54.000Z,-70.97645833333333,41.322885,NA,NA,NA,NA,NA,14.57,221.26,303.05,-0.56,2.79,Event60sec_002.elg
2022-06-10T16:10:54.000Z,-70.976785,41.32315833333333,NA,NA,NA,NA,NA,14.63,217.48,299.36,0.82,2.28,Event60sec_002.elg
2022-06-10T16:11:54.000Z,-70.977145,41.323425,NA,NA,NA,NA,NA,15.14,226.81,297.11,-1.72,2.5,Event60sec_002.elg
2022-06-10T16:12:54.000Z,-70.97751833333334,41.32368833333334,NA,NA,NA,NA,NA,14.54,218.45,298.07,0.21,4.04,Event60sec_002.elg
2022-06-10T16:13:54.000Z,-70.97787666666666,41.32394166666667,NA,NA,NA,NA,NA,12.13,224.61,297.1,1.27,6.42,Event60sec_002.elg
2022-06-10T16:14:54.000Z,-70.97823,41.324185,NA,NA,NA,NA,NA,11.83,238.75,297.04,-0.01,4.51,Event60sec_002.elg
2022-06-10T16:15:55.000Z,-70.978545,41.324421666666666,NA,NA,NA,NA,NA,10.25,225.71,298.68,3.31,4.05,Event60sec_002.elg
2022-06-10T16:16:55.000Z,-70.97887166666666,41.324675,NA,NA,NA,NA,NA,12.69,207.94,298.59,0.41,5.48,Event60sec_002.elg
2022-06-10T16:17:55.000Z,-70.97919666666667,41.32492,NA,NA,NA,NA,NA,11.4,217.17,301.04,0.45,5.63,Event60sec_002.elg
2022-06-10T16:18:55.000Z,-70.97952166666667,41.32518666666667,NA,NA,NA,NA,NA,14.29,224.46,300.59,-0.49,4.29,Event60sec_002.elg
2022-06-10T16:19:55.000Z,-70.97984166666667,41.325451666666666,NA,NA,NA,NA,NA,14.17,231.56,298.96,-2.88,5.15,Event60sec_002.elg
2022-06-10T16:20:55.000Z,-70.98018,41.32573,NA,NA,NA,NA,NA,14.56,218.05,303.21,0.84,3.66,Event60sec_002.elg
2022-06-10T16:21:55.000Z,-70.98051,41.326013333333336,NA,NA,NA,NA,NA,11.6,216.24,304.7,1.77,7.65,Event60sec_002.elg
2022-06-10T16:22:55.000Z,-70.98085833333333,41.326328333333336,NA,NA,NA,NA,NA,14.65,215.68,305.08,0.54,3.17,Event60sec_002.elg
2022-06-10T16:23:55.000Z,-70.98122833333333,41.32667,NA,NA,NA,NA,NA,14.33,227.49,302.41,0.17,2.23,Event60sec_002.elg
2022-06-10T16:24:55.000Z,-70.98156166666666,41.326935,NA,NA,NA,NA,NA,11.47,218.7,304.97,1.18,7.04,Event60sec_002.elg
2022-06-10T16:25:55.000Z,-70.981895,41.327236666666664,NA,NA,NA,NA,NA,13.17,232.71,304.94,-0.8,6.3,Event60sec_002.elg
2022-06-10T16:26:55.000Z,-70.982265,41.32756333333333,NA,NA,NA,NA,NA,15.41,224.45,303.38,0.21,4.89,Event60sec_002.elg
2022-06-10T16:27:55.000Z,-70.98263,41.327891666666666,NA,NA,NA,NA,NA,14.49,223.63,303.76,-0.81,4.63,Event60sec_002.elg
2022-06-10T16:28:55.000Z,-70.98299,41.32821333333333,NA,NA,NA,NA,NA,12.89,206.07,303.2,-0.68,5.73,Event60sec_002.elg
2022-06-10T16:29:55.000Z,-70.98335833333333,41.32853333333333,NA,NA,NA,NA,NA,14.33,226.19,303.53,0.6,6.2,Event60sec_002.elg
2022-06-10T16:30:55.000Z,-70.98371333333333,41.328851666666665,NA,NA,NA,NA,NA,16.98,216.34,306,1.59,3.22,Event60sec_002.elg
2022-06-10T16:31:55.000Z,-70.98410166666666,41.329205,NA,NA,NA,NA,NA,10.86,216.42,305.75,4.72,8.35,Event60sec_002.elg
2022-06-10T16:32:55.000Z,-70.98448833333333,41.329545,NA,NA,NA,NA,NA,15.17,237.07,307.26,1.05,4.15,Event60sec_002.elg
2022-06-10T16:33:55.000Z,-70.98489666666667,41.329905,NA,NA,NA,NA,NA,13.2,234.41,308.8,-0.05,5.47,Event60sec_002.elg
2022-06-10T16:34:55.000Z,-70.98530666666667,41.330283333333334,NA,NA,NA,NA,NA,13.35,227.41,309.21,-0.53,6.94,Event60sec_002.elg
2022-06-10T16:35:55.000Z,-70.98569166666667,41.33066,NA,NA,NA,NA,NA,13.42,228.89,306.49,2.04,5.51,Event60sec_002.elg
2022-06-10T16:36:55.000Z,-70.98607166666666,41.331028333333336,NA,NA,NA,NA,NA,17.54,230.03,309.08,0.33,2.29,Event60sec_002.elg
2022-06-10T16:37:55.000Z,-70.98642833333334,41.33135,NA,NA,NA,NA,NA,13.24,234.58,312.28,-2.68,6.43,Event60sec_002.elg
2022-06-10T16:38:55.000Z,-70.98674,41.331671666666665,NA,NA,NA,NA,NA,14.58,223.22,309.78,-0.5,6.8,Event60sec_002.elg
2022-06-10T16:39:55.000Z,-70.98701333333334,41.33199833333333,NA,NA,NA,NA,NA,17.17,244.4,309.4,2.01,5.58,Event60sec_002.elg
2022-06-10T16:40:55.000Z,-70.98731833333333,41.332323333333335,NA,NA,NA,NA,NA,15.29,234.45,309.63,-2.64,5.02,Event60sec_002.elg
2022-06-10T16:41:55.000Z,-70.987635,41.332676666666664,NA,NA,NA,NA,NA,17.62,228.11,313.36,-2.55,3.28,Event60sec_002.elg
2022-06-10T16:42:55.000Z,-70.98796,41.33305333333333,NA,NA,NA,NA,NA,16.25,238.63,311.6,-1.15,4.51,Event60sec_002.elg
2022-06-10T16:43:55.000Z,-70.98832666666667,41.333445,NA,NA,NA,NA,NA,14.22,236.12,306.56,-0.35,5.55,Event60sec_002.elg
2022-06-10T16:44:55.000Z,-70.98865666666667,41.33376666666667,NA,NA,NA,NA,NA,16.44,223.97,302.03,-0.34,3.33,Event60sec_002.elg
2022-06-10T16:45:55.000Z,-70.98895166666667,41.334065,NA,NA,NA,NA,NA,15.41,230.62,302.07,1.05,5.55,Event60sec_002.elg
2022-06-10T16:46:55.000Z,-70.989265,41.33432666666667,NA,NA,NA,NA,NA,14.19,234.81,307.77,1.88,7.56,Event60sec_002.elg
2022-06-10T16:47:55.000Z,-70.98960666666666,41.33467666666667,NA,NA,NA,NA,NA,17.88,218.18,310.42,3.36,6.49,Event60sec_002.elg
2022-06-10T16:48:55.000Z,-70.98998,41.33509,NA,NA,NA,NA,NA,17.39,236.48,307.12,-0.11,3.69,Event60sec_002.elg
2022-06-10T16:49:55.000Z,-70.99041166666666,41.335476666666665,NA,NA,NA,NA,NA,14.39,231.24,301.75,1.66,6.98,Event60sec_002.elg
2022-06-10T16:50:55.000Z,-70.99087166666666,41.33583,NA,NA,NA,NA,NA,16.11,233.44,299.55,-0.2,6.04,Event60sec_002.elg
2022-06-10T16:51:55.000Z,-70.99130833333334,41.33615833333333,NA,NA,NA,NA,NA,16.04,232.49,297.85,-1.96,7,Event60sec_002.elg
2022-06-10T16:52:55.000Z,-70.99172333333334,41.33647833333333,NA,NA,NA,NA,NA,16.16,232.4,301.6,0.59,5.7,Event60sec_002.elg
2022-06-10T16:53:55.000Z,-70.99217833333333,41.33685166666667,NA,NA,NA,NA,NA,15.59,224.85,309.2,-0.35,4.43,Event60sec_002.elg
2022-06-10T16:54:55.000Z,-70.99264,41.337241666666664,NA,NA,NA,NA,NA,14.67,225.54,308.5,0.17,4.73,Event60sec_002.elg
2022-06-10T16:55:55.000Z,-70.99311166666666,41.337651666666666,NA,NA,NA,NA,NA,17.39,228.2,314.03,0.37,4.99,Event60sec_002.elg
2022-06-10T16:56:55.000Z,-70.99359333333334,41.338123333333336,NA,NA,NA,NA,NA,17.94,227.4,335.07,-1.59,4.08,Event60sec_002.elg
2022-06-10T16:57:55.000Z,-70.99390333333334,41.338838333333335,NA,NA,NA,NA,NA,15.58,232.25,347.49,-0.33,5.07,Event60sec_002.elg
2022-06-10T16:58:55.000Z,-70.99409833333333,41.33970333333333,NA,NA,NA,NA,NA,17.64,223.3,358.31,0.82,3.49,Event60sec_002.elg
2022-06-10T16:59:55.000Z,-70.99411166666667,41.34065666666667,NA,NA,NA,NA,NA,16.3,243.19,9.05,-3.83,3.94,Event60sec_002.elg
2022-06-10T17:00:55.000Z,-70.99391833333334,41.34158166666667,NA,NA,NA,NA,NA,18.26,221.67,18.98,-1.12,6.39,Event60sec_002.elg
2022-06-10T17:01:55.000Z,-70.99353333333333,41.34246,NA,NA,NA,NA,NA,20.14,234.84,34.74,1.04,1.91,Event60sec_002.elg
2022-06-10T17:02:55.000Z,-70.992875,41.34321166666667,NA,NA,NA,NA,NA,19.05,236.09,83.28,1.99,-3.2,Event60sec_002.elg
2022-06-10T17:03:55.000Z,-70.99173833333333,41.343245,NA,NA,NA,NA,NA,14.16,207.71,127.32,-1.88,-2.74,Event60sec_002.elg
2022-06-10T17:04:55.000Z,-70.9907,41.34274166666667,NA,NA,NA,NA,NA,17.44,229.7,144.17,-1.11,-1.91,Event60sec_002.elg
2022-06-10T17:05:55.000Z,-70.98991333333333,41.34198,NA,NA,NA,NA,NA,14.81,236.68,152.21,-1.21,-3.12,Event60sec_002.elg
2022-06-10T17:06:55.000Z,-70.98902833333334,41.34123833333334,NA,NA,NA,NA,NA,14.91,221.38,127.29,0.46,-4.56,Event60sec_002.elg
2022-06-10T17:07:55.000Z,-70.98763333333333,41.340575,NA,NA,NA,NA,NA,17.02,237.74,130.33,4.78,-1.27,Event60sec_002.elg
2022-06-10T17:08:55.000Z,-70.98630166666666,41.33978666666667,NA,NA,NA,NA,NA,12.02,205.28,139.22,-3.36,-2.76,Event60sec_002.elg
2022-06-10T17:09:55.000Z,-70.98523166666666,41.33896,NA,NA,NA,NA,NA,11.93,222.39,143.65,-0.56,-2.37,Event60sec_002.elg
2022-06-10T17:10:55.000Z,-70.98414666666666,41.338073333333334,NA,NA,NA,NA,NA,14.25,223.55,140.19,1.89,-1.89,Event60sec_002.elg
2022-06-10T17:11:55.000Z,-70.98298,41.33725333333334,NA,NA,NA,NA,NA,15.66,223.85,137.47,1.07,-0.59,Event60sec_002.elg
2022-06-10T17:12:55.000Z,-70.98178,41.336441666666666,NA,NA,NA,NA,NA,13.28,237.16,137.41,0.18,-2.83,Event60sec_002.elg
2022-06-10T17:13:55.000Z,-70.98056166666667,41.335593333333335,NA,NA,NA,NA,NA,17.07,244.88,137.02,3.87,-1.94,Event60sec_002.elg
2022-06-10T17:14:55.000Z,-70.979365,41.33479,NA,NA,NA,NA,NA,15.83,233.45,143.27,0.96,-3.56,Event60sec_002.elg
2022-06-10T17:15:55.000Z,-70.97819666666666,41.33376833333333,NA,NA,NA,NA,NA,14.83,210.84,143.5,-0.02,-4.21,Event60sec_002.elg
2022-06-10T17:16:55.000Z,-70.97694166666666,41.332791666666665,NA,NA,NA,NA,NA,15.21,224.36,137.44,-1.2,-3.17,Event60sec_002.elg
2022-06-10T17:17:55.000Z,-70.975545,41.33185666666667,NA,NA,NA,NA,NA,13.45,214.9,140.03,0.19,-2.41,Event60sec_002.elg
2022-06-10T17:18:55.000Z,-70.97427,41.33083833333333,NA,NA,NA,NA,NA,11.94,214.04,137.51,-2.6,-3.88,Event60sec_002.elg
2022-06-10T17:19:55.000Z,-70.97285166666667,41.329858333333334,NA,NA,NA,NA,NA,14.95,213.53,141.79,-0.69,-3.52,Event60sec_002.elg
2022-06-10T17:20:55.000Z,-70.97150666666667,41.32877666666667,NA,NA,NA,NA,NA,13.99,216.02,138.03,-1.38,-3.05,Event60sec_002.elg
2022-06-10T17:21:55.000Z,-70.97000833333334,41.327753333333334,NA,NA,NA,NA,NA,16.48,230.37,140.72,1.56,-3.04,Event60sec_002.elg
2022-06-10T17:22:55.000Z,-70.96857166666666,41.32662,NA,NA,NA,NA,NA,13.07,204.89,136.97,-0.78,-3.24,Event60sec_002.elg
2022-06-10T17:23:55.000Z,-70.96698666666667,41.325493333333334,NA,NA,NA,NA,NA,14.44,214.3,143.07,-2.23,-5.05,Event60sec_002.elg
2022-06-10T17:24:55.000Z,-70.96553333333334,41.324281666666664,NA,NA,NA,NA,NA,15.74,215.05,138.48,1.26,-3.78,Event60sec_002.elg
2022-06-10T17:25:55.000Z,-70.96387333333334,41.323175,NA,NA,NA,NA,NA,14.66,212.78,136.86,-1.61,-4.82,Event60sec_002.elg
2022-06-10T17:26:55.000Z,-70.96228333333333,41.32194,NA,NA,NA,NA,NA,15.73,217.6,139.47,-1.23,-3.86,Event60sec_002.elg
2022-06-10T17:27:55.000Z,-70.96062166666667,41.32078333333333,NA,NA,NA,NA,NA,14.67,219.82,135.05,0.51,-4.09,Event60sec_002.elg
2022-06-10T17:28:55.000Z,-70.95898833333334,41.31965,NA,NA,NA,NA,NA,17.25,225.45,143.59,-1.36,-4.45,Event60sec_002.elg
2022-06-10T17:29:56.000Z,-70.95735333333333,41.31846,NA,NA,NA,NA,NA,16.65,222.01,135.09,1.89,-3.41,Event60sec_002.elg
2022-06-10T17:30:56.000Z,-70.955645,41.31741,NA,NA,NA,NA,NA,14.91,213.67,137.65,-1.08,-3.63,Event60sec_002.elg
2022-06-10T17:31:56.000Z,-70.95414,41.316298333333336,NA,NA,NA,NA,NA,15.24,220.45,142.64,1.95,-3.13,Event60sec_002.elg
2022-06-10T17:32:56.000Z,-70.95259333333334,41.3152,NA,NA,NA,NA,NA,16.15,222.16,132.6,-1.77,-2.98,Event60sec_002.elg
2022-06-10T17:33:56.000Z,-70.95092166666667,41.314186666666664,NA,NA,NA,NA,NA,15.26,213.88,138.93,-0.3,-3.07,Event60sec_002.elg
2022-06-10T17:34:56.000Z,-70.94955833333333,41.31319,NA,NA,NA,NA,NA,16.09,209.39,139.03,0.8,-4.73,Event60sec_002.elg
2022-06-10T17:35:56.000Z,-70.94810833333334,41.31218333333333,NA,NA,NA,NA,NA,15.45,219.15,143.74,2.5,-3.34,Event60sec_002.elg
2022-06-10T17:36:56.000Z,-70.946725,41.311,NA,NA,NA,NA,NA,15.82,216.52,139.85,0.66,-3.85,Event60sec_002.elg
2022-06-10T17:37:56.000Z,-70.945055,41.309913333333334,NA,NA,NA,NA,NA,15.01,213.13,134.81,-0.42,-4.3,Event60sec_002.elg
2022-06-10T17:38:56.000Z,-70.94339166666667,41.308791666666664,NA,NA,NA,NA,NA,15.69,202.99,142.52,1.59,-3.64,Event60sec_002.elg
2022-06-10T17:39:56.000Z,-70.94198833333333,41.307611666666666,NA,NA,NA,NA,NA,13.92,219.83,147.8,0.97,-3.96,Event60sec_002.elg
2022-06-10T17:40:56.000Z,-70.94076,41.30641833333333,NA,NA,NA,NA,NA,16.16,224.14,152.86,2.41,-4.59,Event60sec_002.elg
2022-06-10T17:41:56.000Z,-70.93976,41.30524666666667,NA,NA,NA,NA,NA,15.86,220.78,160.9,2.14,-4.18,Event60sec_002.elg
2022-06-10T17:42:56.000Z,-70.93906333333334,41.304091666666665,NA,NA,NA,NA,NA,16.9,222.59,166.17,-0.9,-2.68,Event60sec_002.elg
2022-06-10T17:43:56.000Z,-70.93816,41.30305333333333,NA,NA,NA,NA,NA,14.18,213.22,142.93,0.16,-2.4,Event60sec_002.elg
2022-06-10T17:44:56.000Z,-70.93684833333333,41.302018333333336,NA,NA,NA,NA,NA,17.89,241.15,146.67,-2.28,-2.98,Event60sec_002.elg
2022-06-10T17:45:56.000Z,-70.93561,41.30087666666667,NA,NA,NA,NA,NA,16.09,231.6,149.99,-0.59,-2.79,Event60sec_002.elg
2022-06-10T17:46:56.000Z,-70.93455333333333,41.299728333333334,NA,NA,NA,NA,NA,12.68,205.2,150.56,1.47,-2.87,Event60sec_002.elg
2022-06-10T17:47:56.000Z,-70.93362166666667,41.29871833333333,NA,NA,NA,NA,NA,15.13,217.46,155.96,1.39,-2.33,Event60sec_002.elg
2022-06-10T17:48:56.000Z,-70.93288,41.29776833333333,NA,NA,NA,NA,NA,12.91,218.41,149.89,-0.55,-3.06,Event60sec_002.elg
2022-06-10T17:49:56.000Z,-70.93187666666667,41.29702,NA,NA,NA,NA,NA,12.86,209.51,132.07,2.72,-3.56,Event60sec_002.elg
2022-06-10T17:50:56.000Z,-70.930435,41.29624666666667,NA,NA,NA,NA,NA,13.75,215.5,135.74,0.97,-2.69,Event60sec_002.elg
2022-06-10T17:51:56.000Z,-70.92910333333333,41.29530833333333,NA,NA,NA,NA,NA,12.37,201.86,137.81,0.8,-5.1,Event60sec_002.elg
2022-06-10T17:52:56.000Z,-70.92764,41.29434333333333,NA,NA,NA,NA,NA,13.91,224.99,137.59,2.1,-3.98,Event60sec_002.elg
2022-06-10T17:53:56.000Z,-70.92618666666667,41.293328333333335,NA,NA,NA,NA,NA,16.79,222.09,139.96,2.59,-3.14,Event60sec_002.elg
2022-06-10T17:54:56.000Z,-70.924685,41.29226,NA,NA,NA,NA,NA,16.3,219.76,141.41,-0.77,-4.86,Event60sec_002.elg
2022-06-10T17:55:56.000Z,-70.92317,41.29104,NA,NA,NA,NA,NA,14.36,216.99,146.55,0.31,-4.53,Event60sec_002.elg
2022-06-10T17:56:56.000Z,-70.92177166666667,41.2898,NA,NA,NA,NA,NA,17.44,225.46,142.19,1.86,-4.63,Event60sec_002.elg
2022-06-10T17:57:56.000Z,-70.92008833333334,41.28859833333333,NA,NA,NA,NA,NA,15.71,211.95,135.53,0.56,-3.77,Event60sec_002.elg
2022-06-10T17:58:56.000Z,-70.91827166666667,41.28743333333333,NA,NA,NA,NA,NA,16.28,211.12,136.98,0.59,-4.16,Event60sec_002.elg
2022-06-10T17:59:56.000Z,-70.91655666666666,41.286271666666664,NA,NA,NA,NA,NA,16.7,198.81,139.98,-1,-4.52,Event60sec_002.elg
2022-06-10T18:00:56.000Z,-70.91506,41.28503,NA,NA,NA,NA,NA,15.89,207.82,147.3,-0.39,-3.22,Event60sec_002.elg
2022-06-10T18:01:56.000Z,-70.91375333333333,41.28382,NA,NA,NA,NA,NA,13.8,195.73,136.92,-0.9,-3.17,Event60sec_002.elg
