cruise,station,lon,lat,dttm,dep,fluor,oxygen2,par,pres,sal,sigtheta,temp,theta,file
C308C,C308C-006,-70.465,41.49333333333333,2023-06-17T15:59:00.000Z,6,0.056528148805932425,4.969403233848085,6.934611856899418,6.035369512751941,31.607859655477462,22.726022034399257,17.79262625216065,17.79162547514024,C308C-006-HC.cnv
C308C,C308C-006,-70.465,41.49333333333333,2023-06-17T15:59:00.000Z,7,0.05564646887887216,4.950945578785844,4.743482056200247,7.013714395319844,31.62340411911383,22.743405490553375,17.76987551548864,17.768714678239192,C308C-006-HC.cnv
C308C,C308C-006,-70.465,41.49333333333333,2023-06-17T15:59:00.000Z,8,0.05210875613606686,4.950927504407936,3.1697227331410276,7.987517613296843,31.623992458558035,22.74409121031936,17.76902454426747,17.767685914157774,C308C-006-HC.cnv
C308C,C308C-006,-70.465,41.49333333333333,2023-06-17T15:59:00.000Z,9,0.051133618050184966,4.947475538854891,2.1334887274597154,9.0047993437632,31.62215312722545,22.74162938230895,17.773594370157543,17.772102201331656,C308C-006-HC.cnv
C308C,C308C-006,-70.465,41.49333333333333,2023-06-17T15:59:00.000Z,10,0.05527839621317087,4.946023696555776,1.458852402222551,9.990378866563146,31.62324175388264,22.743198963611096,17.770652527511547,17.76898283193931,C308C-006-HC.cnv
C308C,C308C-006,-70.465,41.49333333333333,2023-06-17T15:59:00.000Z,11,0.05651989045844795,4.952443500323069,1.0040706413976677,11.05984701635463,31.623558843568993,22.743596120274393,17.770225655519834,17.76839627716582,C308C-006-HC.cnv
C308C,C308C-006,-70.465,41.49333333333333,2023-06-17T15:59:00.000Z,12,0.05593441053103839,4.961838613490588,0.6829028558854505,12.03425305973469,31.622828060019845,22.742626102702147,17.772074221806527,17.77007656085441,C308C-006-HC.cnv
C308C,C308C-006,-70.465,41.49333333333333,2023-06-17T15:59:00.000Z,13,0.05216034613117983,4.960704258914959,0.46157248438290155,12.99238060476098,31.622564004630952,22.74230729716782,17.772751754856223,17.77058642158373,C308C-006-HC.cnv
C308C,C308C-006,-70.465,41.49333333333333,2023-06-17T15:59:00.000Z,14,0.05555790894568689,4.9517870197427705,0.2894949574014906,14.067584173015486,31.622698992381423,22.742456434832473,17.77268168264111,17.7703513271074,C308C-006-HC.cnv
C308C,C308C-006,-70.465,41.49333333333333,2023-06-17T15:59:00.000Z,15,0.05562262348585272,4.967300492754949,0.1641759034693973,15.067385839009003,31.622350564519817,22.742185305114965,17.77287770809526,17.770380799012663,C308C-006-HC.cnv
C308C,C308C-006,-70.465,41.49333333333333,2023-06-17T15:59:00.000Z,16,0.05562248983608284,4.965417627183349,0.07774814775968193,16.11835560655493,31.62322527474938,22.743178766463572,17.77171898639472,17.769056454553628,C308C-006-HC.cnv
C308C,C308C-006,-70.465,41.49333333333333,2023-06-17T15:59:00.000Z,17,0.053571806556144436,4.965997548596951,0.019454878732420345,17.12878140872927,31.62365647053535,22.743748067155124,17.77087562654005,17.768044876939484,C308C-006-HC.cnv
C308C,C308C-006,-70.465,41.49333333333333,2023-06-17T15:59:00.000Z,18,0.0528551793821794,4.967039310779311,1.946991888482653e-6,18.120951720951723,31.6240934026334,22.744342303072305,17.770005714105714,17.767008099498096,C308C-006-HC.cnv
C308C,C308C-006,-70.465,41.49333333333333,2023-06-17T15:59:00.000Z,19,0.05386159587145994,4.967778163618171,4.1350110396190126e-11,19.133895580284676,31.62411097341043,22.74436794467866,17.770129341145,17.76696144718214,C308C-006-HC.cnv
C308C,C308C-006,-70.465,41.49333333333333,2023-06-17T15:59:00.000Z,20,0.054593592344422764,4.965036043019024,1.0008218573092395e-12,20.128505389003852,31.624546223047055,22.74491028529274,17.76937493516074,17.766041538344467,C308C-006-HC.cnv
C308C,C308C-006,-70.465,41.49333333333333,2023-06-17T15:59:00.000Z,21,0.05667613579882496,4.96577474526722,1e-12,21.174495501376548,31.624589118156276,22.74496685550478,17.769444448102632,17.765949711917802,C308C-006-HC.cnv
